Borough,Crew,Status,Website,Location,Day,Distance/Run Type,Time,Meet Up Information,Recognized Organizations
Manhattan,Dyckman Run Club,Active,https://www.instagram.com/dyckmanrunclub/,,Saturday,Long Run,8:30 AM,Membership required,NYRR
Manhattan,East River Park Track Club,No Current Information Found,https://www.instagram.com/erptc/?hl=en,,,,,,
Manhattan,Empire Tri Club,Active,https://empiretriclub.com/calendar-of-events/,Columbus Circle,Thursday,,6:15 PM,Membership required,NYRR
Manhattan,Fleet Feet Running Club Columbus Circle,Active,https://www.instagram.com/nyrunningco/,"NY Running Co, 10 Columbus Circle",Wednesday,,6:30 PM,"Free, all levels",
Manhattan,Fleet Feet Running Club Columbus Circle,Active,https://www.instagram.com/nyrunningco/,"NY Running Co, 10 Columbus Circle",Sunday,,8:30 AM,"Free, all levels",
Manhattan,Fleet Feet Running Club Upper West Side,Active,https://www.instagram.com/fleetfeetupperwestside/,"140 W 72nd St, New York, NY 10023",Monday,,,"Free, all levels",
Manhattan,Fox Running,No Current Information Found,,,,,,,NYRR
Manhattan,Front Runners New York,Active,https://frny.org/activities,Central Park - across from Daniel Webster Statue,Wednesday,"1.7 - 6 miles, social pace",7:00 PM,Membership required,NYRR
Manhattan,Front Runners New York,Active,https://frny.org/activities,Central Park - across from Daniel Webster Statue,Saturday,"3.5M, social pace",10:00 AM,All welcome,NYRR
Manhattan,Future Run Club,No Current Information Found,https://www.instagram.com/futurerunclub/?hl=en,,,,,,NYRR
Manhattan,Galloway NYC Running Club,Active,https://www.instagram.com/nycgalloway/,,,,,Membership,NYRR
Manhattan,Gotham City Runners,No Current Information Found,https://mobile.twitter.com/gothamcityrnrs,,,,,,Manhattan
Manhattan,Great Hill Track Club,Active,https://www.instagram.com/greathilltc/,Central Park - 72nd Street Transverse and West Drive,Tuesday,Speed,6:00 AM,"Membership required, First Meetup Free, all levels",NYRR
Manhattan,Great Hill Track Club,Active,https://www.instagram.com/greathilltc/,"JackRabbit, 140 West 72nd Street",Tuesday,Speed,6:20 PM,"Membership required, First Meetup Free, all levels",NYRR
Manhattan,Great Hill Track Club,Active,https://www.instagram.com/greathilltc/,Central Park - 72nd Street Transverse and West Drive,Thursday,Tempo,6:00 AM,"Membership required, First Meetup Free, all levels",NYRR
Manhattan,Great Hill Track Club,Active,https://www.instagram.com/greathilltc/,"JackRabbit, 140 West 72nd Street",Thursday,Tempo,6:20 PM,"Membership required, First Meetup Free, all levels",NYRR
Manhattan,Hamilton Heights Running Group,Active,https://www.instagram.com/hhrungroup/,Hamilton Heights - NW Corner of 150th & Amsterdam,Tuesday,4M,6:30 PM,"Free, all levels",
Manhattan,Harlem Run,Active,https://www.instagram.com/harlemrun/,Marcus Garvey Park Amphitheater,Monday,3-6M,7:00 PM,"Free, all levels",NYRR
Manhattan,Harlem Run,Active,https://www.instagram.com/harlemrun/,"Harlem United, 306 Lenox Avenue, 3rd Floor, New York, NY",Thursday,Speed,7:00 PM,"Free, all levels",NYRR
Manhattan,Harlem Speedsters,No Current Information Found,https://coaches.vdoto2.com/3NAConway,,,,,Membership required,
Manhattan,Healthy Celebrations Run Club,Active,https://www.instagram.com/healthycelebrationstkc/?hl=en,Varies - check website,Varies,,Varies,"Student based, free, all levels",
Manhattan,Henwood Hounds Racing Team,Active,https://www.johnhenwood.com/hounds/,Central Park,Friday,Speed,,Membership required,NYRR
Manhattan,Henwood Hounds Racing Team,Active,https://www.johnhenwood.com/hounds/,Central Park,Sunday,Long Run,,Membership required,NYRR
Manhattan,HHH Hudson Dusters,No Current Information Found,,,,,,,NYRR
Manhattan,Korean Road Runners Club,No Current Information Found,https://www.krrc.net/,,,,,,NYRR
Manhattan,Latinas Run,No Current Information Found,https://www.facebook.com/groups/latinasrunnyc,,,,,,NYRR
Manhattan,Latinos Run,No Current Information Found,https://www.facebook.com/groups/latinasrunnyc,,,,,,NYRR
Manhattan,Masala Milers,Active,https://www.instagram.com/masala.milers/,,Saturday,,,"2x/month on Saturdays, all paces welcome",
Manhattan,Marathoning and Pasta Club,Active,https://www.instagram.com/marathoningandpastaclub/,,Thursday,3-6M,6:30 PM,,
Manhattan,Mercury Masters,No Current Information Found,https://www.facebook.com/groups/211954792526831/,,,,,,NYRR
Manhattan,Midnight Runners,Active,https://www.midnightrunners.com/mr-cities/new-york,Pier 45 on Christopher Street,Wednesday,10K boot camp,7:00 PM,Membership?,NYRR
Manhattan,Mile HIgh Run Club,Active,https://www.instagram.com/team_mhrc/,Noho - Mile High Run Club,Tuesday,7:04 AM,,,NYRR
Manhattan,Millrose,No Current Information Found,,,,,,,NYRR
Manhattan,Misty Mountain Runners,No Current Information Found,,,,,,,NYRR
Manhattan,More Than a Run Crew (MTAR Crew),No Current Information Found,https://www.instagram.com/mtar_crew/,,,,,,
Manhattan,New York Flyers,Active,https://www.nyflyers.org/,Central Park - West 72nd Street entrance,Tuesday,1 hour,6:00 AM,Membership required,NYRR
Manhattan,New York Flyers,Active,https://www.nyflyers.org/,Central Park - West 72nd Street entrance,Thursday,1 hour,6:00 AM,Membership required,NYRR
Manhattan,New York Flyers,Active,https://www.nyflyers.org/,Columbus Circle - Merchant's Gate under Maine Monument (gold statue),Thursday,5M or 3-4M run/walk,6:30 PM,Membership required,NYRR
Manhattan,New York Flyers,Active,https://www.nyflyers.org/,"Central Park - 72d Street & East Drive, NW corner of interesection near lamp post",Saturday,1 hour,9:00 AM,Membership required,NYRR
Manhattan,New York Harriers,Active,https://www.instagram.com/newyorkharriers/,"Central Park - Engineer's Gate, 2 E 90th St, New York, NY 10128",Wednesday,,6:30 AM,"Membership required, prospects should reach out prior",NYRR
Manhattan,New York Harriers,Active,https://www.instagram.com/newyorkharriers/,East River Track,Wednesday,Track,7:00 PM,"Membership required, prospects should reach out prior",NYRR
Manhattan,New York Harriers,Active,https://www.instagram.com/newyorkharriers/,"Central Park - Engineer's Gate, 2 E 90th St, New York, NY 10128",Friday,,6:30 AM,"Membership required, prospects should reach out prior",NYRR
Manhattan,New York Instarunners,No Current Information Found,https://nycruns.com/community/clubs-crews?club_id=58,,,,,,
Manhattan,NewBee Running Club,Active,https://www.instagram.com/newbeerunningclub/,Central Park,Wednesday,,Varies,,NYRR
Manhattan,Nice Jewish Runners,Active,https://www.instagram.com/nicejewishrunners/,"Finish Line Physical Therapy, West 23rd Street",Monday,4.5 miles,6:30 PM,,
Manhattan,Nice Jewish Runners,Active,https://www.instagram.com/nicejewishrunners/,"Central Park - Fred Lebow Statue, E 90st & 5th Ave",Monday,,7:30 AM,,
Manhattan,Nike Run Club,Active,https://www.nike.com/experiences/series/10903,Nike Flatiron,Friday,,8:00 AM,Summer,
Manhattan,Nike Run Club,Active,https://www.nike.com/experiences/series/10903,Nike Upper East Side,Saturday,,8:00 AM,Summer,
Manhattan,No More Lonely Runs,Active,https://nomorelonelyruns.com/,"West Side Highway - Hudson River Park, 61 Chelsea Piers, New York, NY 10011",Saturday,6M,10:00 AM,Check instagram/website for updates,NYRR
Manhattan,Not So Serious Running Group,Active,https://www.meetup.com/Not-So-Serious-Running-Group-NYC/,Central Park - Bethesda Terrace,Tuesday,5k,6:30 PM,"Free, all levels",
Manhattan,Not So Serious Running Group,Active,https://www.meetup.com/Not-So-Serious-Running-Group-NYC/,Central Park - Central Park South and Center Drive,Saturday,2-4M,10:00 AM,"Free, all levels",
Manhattan,Not So Serious Running Group,Active,https://www.meetup.com/Not-So-Serious-Running-Group-NYC/,Central Park - Central Park South and Center Drive,Sunday,2-4M,10:00 AM,"Free, all levels",
Manhattan,November Project,Active,https://www.instagram.com/novemberprojectnyc/,Central Park - Bethesday Terrace,Wednesday,,6:28 AM,"Free, all levels",NYRR
Manhattan,November Project,Active,https://www.instagram.com/novemberprojectnyc/,Varies - check website,Friday,,6:28 AM,"Free, all levels",NYRR
Manhattan,Nuchal Heads TC,No Current Information Found,https://www.strava.com/clubs/998888,,,,,,NYRR
Manhattan,NYC Fun Run,Active,https://www.meetup.com/nyc-fun-run/,Varies - check website,Wednesday,,7:00 PM,"Free, all levels",
Manhattan,NYC Muslim Running Club,Active,https://www.instagram.com/nyc.mrc/,,,,,,NYRR
Manhattan,NYC Running Punks,Active,https://www.instagram.com/runningpunksnyc/,Columbus Circle - Merchant's Gate under Maine Monument (gold statue),Wednesday,,5:30 PM,"Free, all levels",
Manhattan,NYC Running Punks,Active,https://www.instagram.com/runningpunksnyc/,Varies - check website,Sunday,,8:30 AM,"Free, all levels",
Manhattan,Old Man Run Club (OMRC),Active,https://www.instagram.com/oldmanrunclub/?hl=en,East River Track,Varies,,Varies - check website,Membership?,NYRR
Manhattan,Old Man Run Club (OMRC),Active,https://www.instagram.com/oldmanrunclub/?hl=en,Varies,Saturday,8M+,Varies - check website,Membership?,NYRR
Manhattan,On Running NYC,Active,https://www.instagram.com/on_running/,"363A Lafayette St, New York, NY 10012",,,6:00 PM,"Free, all levels",
Manhattan,Orchard Street Runners,Active,http://orchardstreetrunners.com/Posts/tuesday-nightss/,27 Orchard Street,Tuesday,,7:30 PM,Membership?,
Manhattan,Outsiderz Run Club,Active,https://www.instagram.com/outsiderz_run_club/,Inwood - Entrance Inwood Hill Park on Isham St and Seaman Ave,Wednesday,,6:30 PM,"Free, all levels",
Manhattan,Pacesetters Run Club,Active,https://www.instagram.com/fleetfeetnyc/,"Fleet Feet Union Square - 42 W 14th St, New York, NY 10011",Sunday,,9:30 AM,"Free, all levels",
Manhattan,Paragon Sports Run Club,Active,https://www.paragonsports.com/pages/run-club,"Paragon (Union Square), 867 Broadway, New York, NY 10003",Tuesday,,6:15 PM,"Free, all levels",
Manhattan,Pirates of Sunrise,No Current Information Found,,Tribeca,,,,,NYRR
Manhattan,Pitch & Run,Active,https://twitter.com/PitchandrunNYC,Chelsea Piers - Near Bluestone Lane Coffee,Monday,,9:15 AM,"Group is a mix of founders, entrepreneurs, investors, builders.  Casual pace.",
Manhattan,Pitch & Run,Active,https://twitter.com/PitchandrunNYC,Chelsea Piers - Near Bluestone Lane Coffee,Friday,,9:15 AM,"Group is a mix of founders, entrepreneurs, investors, builders.  Casual pace.",
Manhattan,Porous Pugs,No Current Information Found,https://www.instagram.com/porouspugs/,,,,,,NYRR
Manhattan,Prehab Run Club,Active,https://www.instagram.com/prehabrunclub/,UES - 248 East 73rd Street,Monday,,,Membership,
Manhattan,Project Sweat Run Club,No Current Information Found,https://www.instagram.com/projectsweatrunclub/,,,,,,NYRR
Manhattan,Resident Runners,Active,https://www.instagram.com/residentrunners/,"Under Armour Brand House, 185 Greenwich Street",Thursday,,7:00 PM,"First Thursday Every Month, bag drop available",
Manhattan,Riverbank Runners,No Current Information Found,https://www.instagram.com/riverbankrunners/,,,,,,NYRR
Manhattan,Roosevelt Island Runners,Active,https://www.instagram.com/rooseveltislandrunners/,"Roosevelt Island - Eleanor's Pier, W Rd, New York, NY 10044",Tuesday,,7:00 PM,"Free, all levels",
Manhattan,Run For Chinatown,Active,https://runforchinatown.org/about,69 Mulberry Street,Monday,,6:30 PM,"Free, all levels",
Manhattan,Russian Running,Active,https://www.instagram.com/russianrunningnyc/,Columbus Circle - Maine Monument (gold statue),Thursday,,7:00 PM,"Free, all levels",NYRR
Manhattan,Saturday Morning Run Crew,Active,https://www.instagram.com/satmornruncrew/,"Harlem - TD Bank, 124th & Lenox",Saturday,Long run,Varies - check website,"Free, all levels",
Manhattan,She Runs Crew,No Current Information Found,https://www.instagram.com/sherunscrew/,,,,,,
Manhattan,Streets 101,Active,https://www.streets101.run/,"Custom Performance Physical Therapy - 295 Madison Ave #1026, New York, NY 10017",Saturday,Long run,8:00 AM,Membership encouraged,NYRR
Manhattan,South Asian Run Club,Active,southasianrunclub@gmail.com / https://www.instagram.com/southasianrunclub/,E69 St Flagpole by Fifth Ave,Saturday,4M,9:00 AM,1st & 3rd Saturdays each month,NYRR
Manhattan,Tapsilog Track Club,Active,https://www.instagram.com/tapsilogtrackclub/?hl=en,Varies - check website,Varies - check website,,Varies - check website,Varies - check website,
Manhattan,Team Osprey,No Current Information Found,https://www.teamosprey.net/,,,,,,
Manhattan,The 212,No Current Information Found,,,,,,,NYRR
Manhattan,The Most Informal Running Club Ever,Active,https://www.instagram.com/tmircenyc/,East River Track,Monday,,7:00 PM,"Free, all levels",
Manhattan,The Most Informal Running Club Ever,Active,https://www.instagram.com/tmircenyc/,Jack Rabbit Union Square,Thursday,,6:45 PM,"Free, all levels",
Manhattan,The Most Informal Running Club Ever,Active,https://www.instagram.com/tmircenyc/,Union Square - Whole Foods,Saturday,,9:30 AM,"Free, all levels",
Manhattan,The No Name Program,Active,https://www.instagram.com/thenonameprogram/,Varies - check website,Tuesday,Speed,Varies,Marathon Training Program,
Manhattan,The No Name Program,Active,https://www.instagram.com/thenonameprogram/,Varies - check website,Saturday,Long Run,Varies,Marathon Training Program,
Manhattan,The Reservoir Dogs,Active,https://www.instagram.com/resdogsnyc/,Central Park - Hamilton Statue,Monday,,7:00 PM,Membership encouraged,NYRR
Manhattan,The Reservoir Dogs,Active,https://www.instagram.com/resdogsnyc/,Central Park - Hamilton Statue,Wednesday,,7:00 PM,Membership encouraged,NYRR
Manhattan,The Reservoir Dogs,Active,https://www.instagram.com/resdogsnyc/,Central Park - Hamilton Statue,Thursday,,7:00 PM,Membership encouraged,NYRR
Manhattan,The Reservoir Dogs,Active,https://www.instagram.com/resdogsnyc/,Central Park - Hamilton Statue,Saturday,,9:30 AM,Membership encouraged,NYRR
Manhattan,Times Run Club,Active,https://www.instagram.com/timesrunclub/,Varies - check website,Saturday,,9:00 AM,Membership encouraged,
Manhattan,TriLatino Triathlon Club,Active,https://www.instagram.com/trilatinotriathlonclub/,,,,,Membership,NYRR
Manhattan,Type One Run,No Current Information Found,https://www.typeonerun.org/,,,,,"Free, all levels",
Manhattan,UES Run Club,Active,https://www.instagram.com/uesrunclub/,UES - 86th St. & John Finley Walk,Wednesday,,6:30 PM,"Free, all levels",NYRR
Manhattan,UES Run Club,Active,https://www.instagram.com/uesrunclub/,"Central Park - Engineer's Gate, 2 E 90th St, New York, NY 10128",Saturday,,9:00 AM,"Free, all levels",NYRR
Manhattan,Ukrainian Running Club,Active,https://www.ukrainianrunningclub.com/,Columbus Circle - Merchant's Gate under Maine Monument (gold statue),Sunday,,8:00 AM,"Free, all levels",
Manhattan,Unrushers,Active,https://twitter.com/unrushers,Varies - check website,Wednesday,,6:30 PM,"Free, all levels",
Manhattan,Unrushers,Active,https://twitter.com/unrushers,Varies - check website,Saturday,,9:00 AM,"Free, all levels",
Manhattan,Upper West Side Run Club,Active,https://www.instagram.com/upperwestsiderunclub/?hl=en,Check instagram,Wednesday,3M,6:30 PM,3 different pace groups,NYRR
Manhattan,Upper West Side Run Club,Active,https://www.instagram.com/upperwestsiderunclub/?hl=en,Check instagram,Thursday,4-5M,6:30 PM,3 different pace groups,NYRR
Manhattan,Upper West Side Run Club,Active,https://www.instagram.com/upperwestsiderunclub/?hl=en,Central Park,Saturday,6M,,3 different pace groups,NYRR
Manhattan,Upper West Side Run Club,Active,https://www.instagram.com/upperwestsiderunclub/?hl=en,Check instagram,Sunday,4-5M,10:00 AM,3 different pace groups,NYRR
Manhattan,Urban Athletics,No Current Information Found,https://www.urbanathleticsnyc.com/,,,,,,
Manhattan,Warren Street Social & Athletic Club,No Current Information Found,https://www.facebook.com/WWW.WarrenStreet.org/,,,,,,
Manhattan,We Are NYC Running Club,Active,https://www.instagram.com/wearenycrc/,East River Track,Thursday,Track,6:00 PM,Membership?,NYRR
Manhattan,We Are NYC Running Club,Active,https://www.instagram.com/wearenycrc/,"Central Park - Engineer's Gate, 2 E 90th St, New York, NY 10128",Saturday,"""Longer"" Long Run",7:00 AM,Membership?,NYRR
Manhattan,We Are NYC Running Club,Active,https://www.instagram.com/wearenycrc/,"Central Park - Engineer's Gate, 2 E 90th St, New York, NY 10128",Saturday,"""Shorter"" Long Run",8:00 AM,Membership?,NYRR
Manhattan,We Run Uptown (WRU),Active,https://www.instagram.com/wrucrew/,"Locksmith Bar, 4463 Broadway, NY, NY",Monday,,7:15 PM,"Free, all levels",NYRR
Manhattan,We Run Uptown (WRU),Active,https://www.instagram.com/wrucrew/,"MRFU The Chophouse 5008 BROADWAY, NY, NY",Wednesday,,7:00 PM,"Free, all levels",
Manhattan,West NYC Run Club,No Current Information Found,https://www.instagram.com/westnycrunclub/?hl=en,,Wednesday,,7:00 PM,,NYRR
Manhattan,West Side Runners (WSX),No Current Information Found,http://news.wsxnyc.org/,,,,,,NYRR
Manhattan,West Side YMCA Road Runners Club,Active,https://www.strava.com/clubs/west-side-ymca-road-runners-club-221421,"West Side YMCA, 5 W 63rd St., New York, NY 10023",Monday,,6:30 PM,"Free, all levels",
Manhattan,West Side YMCA Road Runners Club,Active,https://www.strava.com/clubs/west-side-ymca-road-runners-club-221421,"West Side YMCA, 5 W 63rd St., New York, NY 10023",Wednesday,,6:30 PM,"Free, all levels",Queens,Achilles International NYC,Active,https://www.instagram.com/achillesnyc/?hl=en,Flushing Meadows Corona Park - Hall of Science,Sunday,,9:00 AM,"Free, all levels",NYRR
Queens,Alley Pond Striders,Active,https://www.alleypondstriders.com/,Parkhouse on Winchester Boulevard,Saturday,,9:00 AM,Membership required,
Queens,Alley Pond Striders,Active,https://www.alleypondstriders.com/,Parkhouse on Winchester Boulevard,Sunday,,9:00 AM,Membership required,
Queens,Astoria Mom Running Club (AMRC),Active,https://www.instagram.com/astoriamomrc/,Astoria Park - Entrance to track,Saturday,,Varies - check website,"Winter hiatus, Free, all levels, Women and Mom's welcome, Sometimes with NYRR Open Run",
Queens,Astoria Runners,Active,https://www.instagram.com/astoria_runners/,,Tuesday,Speed,,,NYRR
Queens,Astoria Runners,Active,https://www.instagram.com/astoria_runners/,,Wednesday,5k,,,NYRR
Queens,Astoria Runners,Active,https://www.instagram.com/astoria_runners/,,Saturday/Sunday,Long run,,,NYRR
Queens,Crotona Running Club,No Current Information Found,,,,,,,
Queens,Ditmars Dashers,No Current Information Found,https://www.instagram.com/ditmarsdashers/?hl=en,,,,,,NYRR
Queens,Forest Hills Runs,No Current Information Found,https://www.instagram.com/p/CEMT5mpjBDc/,,,,,,
Queens,Forest Park Runners,Active,https://forestparkrunners.org/cs/forestparkrunners/page.detail?page_id=1,Forest Park - Victory Field,Wednesday,Speed,7:00 PM,Membership encouraged,NYRR
Queens,Forest Park Runners,Active,https://forestparkrunners.org/cs/forestparkrunners/page.detail?page_id=1,Forest Park - Woodhaven Blvd & Forest Park Drive,Saturday,,8:05 AM,Membership encouraged,NYRR
Queens,Great Hill Track Club,Active,https://www.instagram.com/greathilltc/,Astoria Park - Astoria Park South and 18th Street,Wednesday,Speed/Tempo Alternate Weeks,6:30 PM,"Membership required, First Meetup Free, all levels",NYRR
Queens,Hellgate Road Runners,Active,https://www.instagram.com/hellgaterr/,Astoria Park - Shore Blvd on bottom lawn,Monday,Hills,6:15 AM,Membership encouraged,
Queens,Hellgate Road Runners,Active,https://www.instagram.com/hellgaterr/,Astoria Park - Shore Blvd on bottom lawn,Monday,Hills,7:30 PM,Membership encouraged,
Queens,Hellgate Road Runners,Active,https://www.instagram.com/hellgaterr/,Astoria Park - Inside track at NW corner near skate park,Wednesday,Speed,6:00 AM,Membership encouraged,
Queens,Hellgate Road Runners,Active,https://www.instagram.com/hellgaterr/,Astoria Park - Inside track at NW corner near skate park,Wednesday,Speed,7:30 PM,Membership encouraged,
Queens,Hellgate Road Runners,Active,https://www.instagram.com/hellgaterr/,Astoria Park - Front of Field House,Thursday,10K,7:30 PM,Membership encouraged,
Queens,Hellgate Road Runners,Active,https://www.instagram.com/hellgaterr/,Astoria Park - Front of Field House,Saturday,Speed,8:40 AM,Membership encouraged,
Queens,Hellgate Road Runners,Active,https://www.instagram.com/hellgaterr/,Astoria Park - Front of Field House,Saturday,Long Run,9:00 AM,Membership encouraged,
Queens,Las Weponas (Ladies of Team WEPA),Active,https://www.instagram.com/lasweponas/,Varies - check website,Saturday,Run/Walk 5k,Varies - check website,Second Saturday Every Month,
Queens,Lone Wolf Track Club,Active,https://www.instagram.com/lonewolftc/?hl=en,Astoria Park - Front of Field House,Tuesday,Speed,6:30 PM,,NYRR
Queens,Lone Wolf Track Club,Active,https://www.instagram.com/lonewolftc/?hl=en,Varies - check website,Wednesday,Speed,6:30 PM,,NYRR
Queens,Lone Wolf Track Club,Active,https://www.instagram.com/lonewolftc/?hl=en,Varies - check website,Saturday,Threshold,Varies,,NYRR
Queens,Lone Wolf Track Club,Active,https://www.instagram.com/lonewolftc/?hl=en,Varies - check website,Sunday,Long Run,Varies,,NYRR
Queens,Long Island City Runners (LIC Runners),Active,https://www.instagram.com/licrunners/,"LIC YMCA - 32-23 Queens Blvd, Long Island City, NY 11101",Tuesday,Track,7:00 PM,"Free, all levels",NYRR
Queens,Long Island City Runners (LIC Runners),Active,https://www.instagram.com/licrunners/,Astoria Park - Front of Field House,Wednesday,Track,7:00 PM,"Free, all levels",NYRR
Queens,Long Island City Runners (LIC Runners),Active,https://www.instagram.com/licrunners/,Varies - check website,,Long Run,Varies - check website,"Free, all levels",NYRR
Queens,Mikkeller Running Club Queens (MRC Queens),No Current Information Found,https://www.facebook.com/groups/603354636704269?_rdr,,,,,,NYRR
Queens,Mosaic Running Club Queens,No Current Information Found,https://www.instagram.com/mrcqueens/,,,,,,
Queens,NY Cosmos Supporters Athletic Club,No Current Information Found,https://nycruns.com/community/clubs-crews?club_id=99,,,,,,
Queens,Pinoy Runners New York,No Current Information Found,https://www.instagram.com/pinoyrunnersnewyork/?hl=en,,,,,,NYRR
Queens,Polska Running Team,Active,https://www.instagram.com/polskarunningteam/,Varies - check website,Tuesday,,Varies - check website,Membership encouraged,NYRR
Queens,Polska Running Team,Active,https://www.instagram.com/polskarunningteam/,Varies - check website,Thursday,,Varies - check website,Membership encouraged,NYRR
Queens,Queens Distance Runners,Active,https://www.instagram.com/queensdistance/,"Jackson Heights - The Queensboro, 80-02 Northern Blvd, Queens, NY 11372",Monday,,6:00 PM,"Free, membership available, all levels",
Queens,Queens Distance Runners,Active,https://www.instagram.com/queensdistance/,"Woodhaven - Neirs Tavern, 87-48 78th St, Queens, NY 11421",Monday,,6:30 PM,"Free, membership available, all levels",
Queens,Queens Distance Runners,Active,https://www.instagram.com/queensdistance/,"Astoria - Rivercrest Restaurant, 33-15 Ditmars Blvd, Queens, NY 11105",Monday,,6:30 PM,"Free, membership available, all levels",
Queens,Queens Distance Runners,Active,https://www.instagram.com/queensdistance/,Rego Park - 63rd Drive & 102nd Street,Tuesday,,6:30 PM,"Free, membership available, all levels",
Queens,Queens Distance Runners,Active,https://www.instagram.com/queensdistance/,Forest Park - Victory Field Track,Wednesday,Track,6:30 AM,"Free, membership available, all levels",
Queens,Queens Distance Runners,Active,https://www.instagram.com/queensdistance/,"Jackson Heights - The Queensboro, 80-02 Northern Blvd, Queens, NY 11372",Wednesday,,6:30 PM,"Free, membership available, all levels",
Queens,Queens Distance Runners,Active,https://www.instagram.com/queensdistance/,"St. John's Track, 8000 Utopia Parkway, Jamaica, NY 11439",Wednesday,Track,6:30 PM,"Free, membership available, all levels",
Queens,Queens Distance Runners,Active,https://www.instagram.com/queensdistance/,Flushing - 32-02 Francis Lewis BLVD,Thursday,,6:30 PM,"Free, membership available, all levels",
Queens,Queens Distance Runners,Active,https://www.instagram.com/queensdistance/,"Glen Oaks - Ralph's, 264-21 Union Tpke, Queens, NY 11004",Friday,,6:00 AM,"Free, membership available, all levels",
Queens,Queens Distance Runners,Active,https://www.instagram.com/queensdistance/,"Forest Hills - Spencer Pilates, 108-12 72nd Ave, Queens, NY 11375",Friday,,6:30 PM,"Free, membership available, all levels",
Queens,Queens Distance Runners,Active,https://www.instagram.com/queensdistance/,Varies - check website,Saturday,,Varies - check website,"Free, membership available, all levels",
Queens,Queens Distance Runners,Active,https://www.instagram.com/queensdistance/,Varies - check website,Sunday,,Varies - check website,"Free, membership available, all levels",
Queens,Queens Don't Nok the Run,Active,https://www.instagram.com/qns_dontnoktherun/,"Queen's College - Gino's of Kissena, 6501 Kissena Blvd # 3, Queens, NY 11367",Thursday,,6:45 PM,"Free, all levels",
Queens,Queens Rebels Run Club,Active,https://www.instagram.com/qrrc718/?hl=en,"Astoria - Rivercrest Restaurant, 33-15 Ditmars Blvd, Queens, NY 11105",Thursday,,7:00 PM,"Free, all levels",
Queens,Quicksilver Striders,No Current Information Found,https://www.facebook.com/quicksilverstridersny/,,,,,,
Queens,Rockaway Gliders/Rockaway Track Club,No Current Information Found,https://www.rockawaytc.org/,,,,,,NYRR
Queens,Run Hustle Run,Active,https://www.instagram.com/runhustlerun/,"Richmond Hill - Hustle Barber Shop, 135-22 Hillside Avenue, Richmond Hill, NY 11418",Tuesday,,7:00 PM,"Free, all levels",
Queens,Run Hustle Run,Active,https://www.instagram.com/runhustlerun/,Forest Park - Victory Field Track,Thursday,Track,6:00 AM,"Free, all levels",
Queens,Run Hustle Run,Active,https://www.instagram.com/runhustlerun/,"Richmond Hill - Hustle Barber Shop, 135-22 Hillside Avenue, Richmond Hill, NY 11418",Sunday,Long Run,6:45 AM,"Free, all levels",
Queens,Run LIC,Active,https://www.meetup.com/LongIslandCity-Runners/,LIC - Corner 46th Rd & 5th St Meet,Monday,4M,7:00 AM,"Free, all levels",
Queens,Run LIC,Active,https://www.meetup.com/LongIslandCity-Runners/,LIC Ferry Stop 46th Ave & Waterfront,Wednesday,3M,6:30 PM,"Free, all levels",
Queens,Run LIC,Active,https://www.meetup.com/LongIslandCity-Runners/,LIC - Corner 46th Rd & 5th St Meet,Thursday,Speed,6:30 PM,"Free, all levels",
Queens,Run LIC,Active,https://www.meetup.com/LongIslandCity-Runners/,"LIC - John Murray Park, 45th Rd. and 11th St near the Citibikes",Saturday,Long Run 4-6M,7:00 AM,"Free, all levels",
Queens,Team WEPA,Active,https://www.instagram.com/team_wepa_nyc/,"Queens Bully, 113-30 Queens Boulevard",Thursday,,6:45 PM,Membership?,NYRR
Queens,We Run Hollis,Active,https://www.instagram.com/werunhollis/,"Hollis - Hollis Ave & 204th St, Hollis NY",Saturday,,9:00 AM,"Free, all levels",NYRR
Queens,Witold's Runners,No Current Information Found,https://www.facebook.com/witoldsrunners/,,,,,Membership required,NYRR
Queens,Wolf Runners of Queens,Active,https://www.instagram.com/wolf.runners.of_queens/,North Corona - Junction blvd 34th ave,Tuesday,,6:30 PM,"Free, all levels",
Queens,Woodside-Sunnyside Runners,Active,https://www.meetup.com/Woodside-Sunnyside-Runners/?_cookie-check=_rB-Q70x-pvBinUq,Woodside Ave & 54th Street,Tuesday,3.5M,7:00 PM,"Free, all levels",NYRR
Queens,Woodside-Sunnyside Runners,Active,https://www.meetup.com/Woodside-Sunnyside-Runners/?_cookie-check=_rB-Q70x-pvBinUq,Astoria Park - Front of Field House,Wednesday,Track,7:00 PM,"Free, all levels",NYRR
Queens,Woodside-Sunnyside Runners,Active,https://www.meetup.com/Woodside-Sunnyside-Runners/?_cookie-check=_rB-Q70x-pvBinUq,Skillman Ave & 43rd Street,Thursday,6M,7:00 PM,"Free, all levels",NYRR
Queens,Woodside-Sunnyside Runners,Active,https://www.meetup.com/Woodside-Sunnyside-Runners/?_cookie-check=_rB-Q70x-pvBinUq,Woodside Ave & 54th Street,Saturday,3.5M,8:30 AM,"Free, all levels",NYRR
Queens,Woodside-Sunnyside Runners,Active,https://www.meetup.com/Woodside-Sunnyside-Runners/?_cookie-check=_rB-Q70x-pvBinUq,Varies - see website,Sunday,Varies - see website,Varies - check website,"Free, all levels",NYRR
